date_spent,total_amount,weekend,holiday,holiday_name,has_spend,spend_freq_7d,spend_freq_14d,spend_freq_30d,borrowed_money
2025-10-27,105.0,0,0,,1,0.5714285714285714,0.6428571428571429,0.6666666666666666,0
2025-10-28,125.0,0,0,,1,0.7142857142857143,0.6428571428571429,0.7,0
2025-10-29,125.0,0,0,,1,0.8571428571428571,0.6428571428571429,0.7,0
2025-10-30,135.0,0,0,,1,0.8571428571428571,0.6428571428571429,0.7,0
2025-10-31,0.0,0,1,All Saints' Day Eve,0,0.7142857142857143,0.5714285714285714,0.6666666666666666,0
2025-11-01,0.0,0,1,All Saints' Day,0,0.5714285714285714,0.5,0.6333333333333333,0
2025-11-02,0.0,1,0,,0,0.5714285714285714,0.5,0.6333333333333333,0
2025-11-03,130.0,0,0,,1,0.5714285714285714,0.5714285714285714,0.6666666666666666,0
2025-11-04,85.0,0,0,,1,0.5714285714285714,0.6428571428571429,0.7,0
2025-11-05,130.0,0,0,,1,0.5714285714285714,0.7142857142857143,0.7,0
2025-11-06,135.0,0,0,,1,0.5714285714285714,0.7142857142857143,0.7,0
2025-11-07,120.0,0,0,,1,0.7142857142857143,0.7142857142857143,0.7,0
2025-11-08,220.0,0,0,,1,0.8571428571428571,0.7142857142857143,0.7,0
2025-11-09,0.0,1,0,,0,0.8571428571428571,0.7142857142857143,0.6666666666666666,0
2025-11-10,135.0,0,0,,1,0.8571428571428571,0.7142857142857143,0.6666666666666666,0
2025-11-11,135.0,0,0,,1,0.8571428571428571,0.7142857142857143,0.7,0
2025-11-12,115.0,0,0,,1,0.8571428571428571,0.7142857142857143,0.7,0
2025-11-13,100.0,0,0,,1,0.8571428571428571,0.7142857142857143,0.7,0
2025-11-14,0.0,0,0,,0,0.7142857142857143,0.7142857142857143,0.6666666666666666,1
2025-11-15,0.0,0,0,,0,0.5714285714285714,0.7142857142857143,0.6333333333333333,1
2025-11-16,0.0,1,0,,0,0.5714285714285714,0.7142857142857143,0.6,0
2025-11-17,50.0,0,0,,1,0.5714285714285714,0.7142857142857143,0.6,0
2025-11-18,100.0,0,0,,1,0.5714285714285714,0.7142857142857143,0.6333333333333333,0
2025-11-19,120.0,0,0,,1,0.5714285714285714,0.7142857142857143,0.6666666666666666,0
2025-11-20,120.0,0,0,,1,0.5714285714285714,0.7142857142857143,0.7,0
2025-11-21,170.0,0,0,,1,0.7142857142857143,0.7142857142857143,0.7333333333333333,0
2025-11-22,135.0,0,0,,1,0.8571428571428571,0.7142857142857143,0.7333333333333333,0
2025-11-23,47.0,1,0,,1,1.0,0.7857142857142857,0.7333333333333333,0
2025-11-24,75.0,0,0,,1,1.0,0.7857142857142857,0.7333333333333333,0
2025-11-25,125.0,0,0,,1,1.0,0.7857142857142857,0.7666666666666667,0
2025-11-26,180.0,0,0,,1,1.0,0.7857142857142857,0.7666666666666667,0
2025-11-27,100.0,0,0,,1,1.0,0.7857142857142857,0.7666666666666667,0
2025-11-28,100.0,0,0,,1,1.0,0.8571428571428571,0.7666666666666667,0
2025-11-29,0.0,0,0,,0,0.8571428571428571,0.8571428571428571,0.7333333333333333,1
2025-11-30,0.0,1,1,Bonifacio Day,0,0.7142857142857143,0.8571428571428571,0.7333333333333333,0
2025-12-01,120.0,0,0,,1,0.7142857142857143,0.8571428571428571,0.7666666666666667,0
2025-12-02,130.0,0,0,,1,0.7142857142857143,0.8571428571428571,0.8,0
2025-12-03,130.0,0,0,,1,0.7142857142857143,0.8571428571428571,0.8,0
2025-12-04,112.0,0,0,,1,0.7142857142857143,0.8571428571428571,0.8,0
2025-12-05,100.0,0,0,,1,0.7142857142857143,0.8571428571428571,0.8,0
2025-12-06,100.0,0,0,,1,0.8571428571428571,0.8571428571428571,0.8,0
2025-12-07,20.0,1,0,,1,1.0,0.8571428571428571,0.8,0
2025-12-08,330.0,0,1,Immaculate Conception,1,1.0,0.8571428571428571,0.8,0
2025-12-09,120.0,0,0,,1,1.0,0.8571428571428571,0.8333333333333334,0
2025-12-10,130.0,0,0,,1,1.0,0.8571428571428571,0.8333333333333334,0
2025-12-11,100.0,0,0,,1,1.0,0.8571428571428571,0.8333333333333334,0
2025-12-12,50.0,0,0,,1,1.0,0.8571428571428571,0.8333333333333334,0
2025-12-13,0.0,0,0,,0,0.8571428571428571,0.8571428571428571,0.8,1
2025-12-14,70.0,1,0,,1,0.8571428571428571,0.9285714285714286,0.8333333333333334,0
2025-12-15,165.0,0,0,,1,0.8571428571428571,0.9285714285714286,0.8666666666666667,0
2025-12-16,135.0,0,0,,1,0.8571428571428571,0.9285714285714286,0.9,0
2025-12-17,135.0,0,0,,1,0.8571428571428571,0.9285714285714286,0.9,0
2025-12-18,135.0,0,0,,1,0.8571428571428571,0.9285714285714286,0.9,0
2025-12-19,105.0,0,0,,1,0.8571428571428571,0.9285714285714286,0.9,0
2025-12-20,135.0,0,0,,1,1.0,0.9285714285714286,0.9,0
2025-12-21,0.0,1,0,,0,0.8571428571428571,0.8571428571428571,0.8666666666666667,0
2025-12-22,130.0,0,0,,1,0.8571428571428571,0.8571428571428571,0.8666666666666667,0
2025-12-23,125.0,0,0,,1,0.8571428571428571,0.8571428571428571,0.8666666666666667,0
2025-12-24,0.0,0,1,Christmas Eve,0,0.7142857142857143,0.7857142857142857,0.8333333333333334,0
2025-12-25,0.0,0,1,Christmas Day,0,0.5714285714285714,0.7142857142857143,0.8,0
2025-12-26,120.0,0,0,,1,0.5714285714285714,0.7142857142857143,0.8,0
2025-12-27,135.0,0,0,,1,0.5714285714285714,0.7857142857142857,0.8,0
2025-12-28,0.0,1,0,,0,0.5714285714285714,0.7142857142857143,0.7666666666666667,0
2025-12-29,85.0,0,0,,1,0.5714285714285714,0.7142857142857143,0.8,0
2025-12-30,0.0,0,1,Rizal Day,0,0.42857142857142855,0.6428571428571429,0.8,0
2025-12-31,0.0,0,1,New Year's Eve,0,0.42857142857142855,0.5714285714285714,0.7666666666666667,0
2026-01-01,0.0,0,1,New Year's Day,0,0.42857142857142855,0.5,0.7333333333333333,0
2026-01-02,50.0,0,0,,1,0.42857142857142855,0.5,0.7333333333333333,0
2026-01-03,0.0,0,0,,0,0.2857142857142857,0.42857142857142855,0.7,1
2026-01-04,20.0,1,0,,1,0.42857142857142855,0.5,0.7,0
2026-01-05,130.0,0,0,,1,0.42857142857142855,0.5,0.7,0
2026-01-06,0.0,0,0,,0,0.42857142857142855,0.42857142857142855,0.6666666666666666,1
2026-01-07,0.0,0,0,,0,0.42857142857142855,0.42857142857142855,0.6333333333333333,1
2026-01-08,0.0,0,0,,0,0.42857142857142855,0.42857142857142855,0.6,1
2026-01-09,0.0,0,0,,0,0.2857142857142857,0.35714285714285715,0.5666666666666667,1
2026-01-10,50.0,0,0,,1,0.42857142857142855,0.35714285714285715,0.5666666666666667,0
2026-01-11,0.0,1,0,,0,0.2857142857142857,0.35714285714285715,0.5333333333333333,0
2026-01-12,100.0,0,0,,1,0.2857142857142857,0.35714285714285715,0.5666666666666667,0
2026-01-13,135.0,0,0,,1,0.42857142857142855,0.42857142857142855,0.5666666666666667,0
2026-01-14,135.0,0,0,,1,0.5714285714285714,0.5,0.5666666666666667,0
2026-01-15,120.0,0,0,,1,0.7142857142857143,0.5714285714285714,0.5666666666666667,0
2026-01-16,0.0,0,0,,0,0.7142857142857143,0.5,0.5333333333333333,1
2026-01-17,45.0,0,0,,1,0.7142857142857143,0.5714285714285714,0.5333333333333333,0
2026-01-18,0.0,1,0,,0,0.7142857142857143,0.5,0.5,0
2026-01-19,135.0,0,0,,1,0.7142857142857143,0.5,0.5,0
2026-01-20,135.0,0,0,,1,0.7142857142857143,0.5714285714285714,0.5333333333333333,0
2026-01-21,85.0,0,0,,1,0.7142857142857143,0.6428571428571429,0.5333333333333333,0
2026-01-22,135.0,0,0,,1,0.7142857142857143,0.7142857142857143,0.5333333333333333,0
2026-01-23,0.0,0,0,,0,0.7142857142857143,0.7142857142857143,0.5333333333333333,1
2026-01-24,135.0,0,0,,1,0.7142857142857143,0.7142857142857143,0.5666666666666667,0
2026-01-25,0.0,1,0,,0,0.7142857142857143,0.7142857142857143,0.5333333333333333,0
2026-01-26,0.0,0,0,,0,0.5714285714285714,0.6428571428571429,0.5,1
2026-01-27,85.0,0,0,,1,0.5714285714285714,0.6428571428571429,0.5333333333333333,0
2026-01-28,135.0,0,0,,1,0.5714285714285714,0.6428571428571429,0.5333333333333333,0
2026-01-29,105.0,0,0,,1,0.5714285714285714,0.6428571428571429,0.5666666666666667,0
2026-01-30,65.0,0,0,,1,0.7142857142857143,0.7142857142857143,0.6,0
